Player Id,First Name,Last Name,Current Handle,Country Key
3664,Kyung Ho,Song,Smeb,C_117
3672,Lukas,Rossander,gla1ve,C_060
3673,Mathias,Lauridsen,MSL,C_060
3676,Dauren,Kystaubayev,AdreN,C_121
3678,Adil,Benrlitom,ScreaM,C_018
3679,Andreas,H�jsleth,Xyp9x,C_060
3690,Adrian,Trinks,FATA,C_084
3724,Jerry,Lundqvist,EGM,C_217
3742,Maru,Kim,MaSa,C_037
3752,Tyler,Latham,Skadoodle,C_241
3769,Zachary,Scuderi,Sneaky,C_241
3773,Alexei,Berezin,Solo,C_186
3811,Tobias,Sieber,ShoWTimE,C_084
3813,Wang,Jiao,Banana,C_044
3818,Alex,Sunderhaft,Neeb,C_241
3822,Jesse,Vainikka,JerAx,C_073
3830,Se Hyeong,Cho,Mata,C_117
3831,Seong Ung,Bae,Bengi,C_117
3832,Sang Hyeok,Lee,Faker,C_117
3833,Gwang Jin,Chae,Piglet,C_117
3834,Jeong Hyeon,Lee,PoohManDu,C_117
3836,Jae Wan,Lee,Wolf,C_117
3842,Ji Hoon,Lee,Easyhoon,C_117
3843,Hyuk Kyu,Kim,Deft,C_117
3859,Alfonso,Aguirre Rodriguez,Mithy,C_210
3875,Jesper,Wecksell,JW,C_217
3878,Robin,R�nnquist,flusha,C_217
3881,Richard,Papillon,shox,C_075
3882,Ladislav,Kovacs,GuardiaN,C_233
3883,Peter,Rasmussen,dupreeh,C_060
3885,Nicolai,Reedtz,dev1ce,C_060
3888,Dan,Madesclaire,apEX,C_075
3889,Vincent,Schopenhauer,Happy,C_075
3946,Roman,Fominok,Resolut1on,C_233
3948,Karim,Benghalia,Aïrwaks,C_056
3951,Chris,de Jong,chrisJ,C_151
3952,Johannes,Wodarz,tabseN,C_084
3998,Fabien,Fiey,KIOSHIMA,C_075
4027,Johan,�str�m,pieliedie,C_217
4028,Artour,Babaev,Arteezy,C_037
4030,Chao,Lu,Fenrir,C_044
4033,Linsen,Xu,fy,C_044
4038,Zihao,Jian,Uzi,C_044
4070,Byung Ryul,Lee,Rogue,C_117
4311,Will,Wierzba,Rush,C_241
4469,Beom Hyeon,Kang,GorillA,C_117
4473,Seo Haeng,Lee,kurO,C_117
4509,Won Seok,Heo,PawN,C_117
4574,Alexis,Eusebio,MarineLorD,C_075
4584,Marcin,Jankowski,Jankos,C_178
4587,Denis,Kostin,seized,C_186
4629,Hyeong Seok,Jang,Looper,C_117
4632,Yi Tang,Huang,Maple,C_045
4634,Shuo Jie,Hu,SwordArt,C_045
4674,Sung Wook,Joo,Zest,C_117
4712,Joon Hyuk,Kim,Impact,C_117
4742,Terence,Tarlier,SoOn,C_075
4747,Benjamin,Chevasson,unKOE,C_075
4883,Noah,Pyo,MP,C_117
4885,Yong Min,Kim,Febby,C_117
4888,Sunyeob,Kim,QO,C_117
4977,Ji Hyun,Jo,Patience,C_117
4996,Renè,Borg,cajunb,C_060
4997,Pawe?,Bieli?ski,byali,C_178
4998,Janusz,Pogorzelski,snax,C_178
5000,Freddy,Johansson,KRiMZ,C_217
5001,Olof,Kajbjer,olofmeister,C_217
5035,Philip,Aistrup,aizy,C_060
5194,Peter,Dager,ppd,C_241
5195,Ludwig,W�hlberg,Zai,C_217
5221,Djardel Jicko,Mampusti,DJ,C_176
5238,Alberto,Gonzales Molinillo,neptuNo,C_210
5420,Yu Feng,Ke,Has,C_045
5433,Martin,Styk,STYKO,C_233
5472,Tom�,�?astn�,oskar,C_058
5483,Håvard,Nygaard,rain,C_165
5499,Miikka,Kemppi,suNny,C_073
5513,Joona,Sotala,Serral,C_073
5783,Nikola,Kovac,NiKo,C_022
5812,Sanpett,Marat,FirstOne,C_221
6013,Eui Jin,Song,Rookie,C_117
6017,Han Saem,Kim,GimGoon,C_117
6023,Jae Hyun,Park,JaeHyun,C_117
6058,Han Wei,Su,xiye,C_044
6066,Taylor,Eder,Arthelon,C_241
6132,Jesper,Svenningsen,Zven,C_060
6180,Diego,Schwimer,Kelazhur,C_025
6466,Ho Seong,Lee,Duke,C_117
6472,Sung Joon,Jin,Mystic,C_117
6474,Gyeong Hwan,Jang,MaRin,C_117
6565,Kun,Fang,iDream,C_044
6633,Petter,Freyschuss,Hjärnan,C_217
7139,Jeffrey,Shih,Trump,C_241
7208,Guo,Jiayi,Gemini,C_044
7398,Jan,Palys,Ek0p,C_084
7400,Janne,Mikkonen,Savjz,C_073
7405,Lawrence,Harper,Atheroangel,C_236
7517,Thijs,Molendijk,Thijs,C_151
7520,Sebastian,Engwall,Ostkaka,C_217
7525,Sebastian,Bentert,Xixo,C_084
7789,Oscar,Ca�ellas,mixwell,C_210
7891,Julian,Brosig,Lambo,C_084
7992,David,Moschetto,Lilbow,C_075
7995,Zhou,Hang,iAsonu,C_044
7999,Doh Wook,Kim,Cure,C_117
8168,Egor,Vasilyev,flamie,C_186
8169,Alexander,Kostylev,s1mple,C_233
8321,Petar,Stevanovic,Gaara,C_084
8376,Jason,Chan,Amaz,C_100
8377,Dima,Radu,Rdu,C_185
8570,Th�o,Freydi�re,PtitDrogo,C_075
8635,Nick,Cannella,nitr0,C_241
8651,Zdravec,Gulubov,Hylissang,C_031
8706,Nicolaj,Jensen,Jensen,C_060
8770,Yang,Tong,Koro1,C_044
8924,Luka,Perkovi?,PerkZ,C_055
8931,Dong Ha,Kim,Khan,C_117
8936,Dae Han,Gi,Expect,C_117
8968,Damian,Kis?owski,Furlan,C_178
9514,Marcus,Hoelgaard,Ace,C_060
9515,Andreas,Nielsen,Cr1t,C_060
9565,Alexandre,Pianaro,bodyy,C_075
9839,David,Tan,MoonMeander,C_037
9840,Josh,Choi,bkid,C_241
9886,Aleksandr,Malsh,Kolento,C_233
9916,Nutdanai,Rungruang,MrSunz,C_221
10074,Yongzheng,He,Inflame,C_044
10080,Liangzhi,Hu,KaKa,C_044
10134,Karol,Rodowicz,rallen,C_178
10188,Lu,Yao,Somnus丶M,C_044
10191,Rustem,Tlepov,mou,C_113
10294,Alex,McMeekin,ALEX,C_236
10470,Martin,Hansen,Wunder,C_060
10605,Jung Soo,Kim,Surrender,C_117
10627,Damian,Steele,daps,C_037
10629,Keith,Markovic,NAF,C_037
10630,Tarik,Celik,tarik,C_241
10711,Zhou,Yang,bLink,C_044
10712,Zhang,Yiping,y`,C_044
10718,Xinzhou,Liu,garder,C_044
10722,Xu,Han,Moogy,C_044
10736,Markus,Kjaerbye,Kjaerbye,C_060
10750,Joona,Laine,fragi,C_073
10925,Jo,Yong-in,CoreJJ,C_117
10950,Adrian,Koy,Lifecoach,C_084
10995,Chayut,Suebka,007x,C_221
11132,Wei Lin,Chen,tom60229,C_045
11154,Hau Hsuan,Hung,Karsa,C_045
11221,Zhen,Wei,GodV,C_044
11233,Isaac,Charles,Boombox,C_236
11418,Mikołaj,Ogonowski,Elazer,C_178
11483,Peter,Jarguz,stanislaw,C_037
11584,James,Kostesich,Firebat,C_241
11589,Eugene,Shumilin,Neirea,C_233
11612,Mads,Brock-Pedersen,Broxah,C_060
11698,Shi Yu,Liu,Mlxg,C_044
11722,Ilya,Ilyuk,Lil,C_233
11747,Martin,Rugh,Crozzby,C_060
11780,Seb,Barton,numlocked,C_236
11788,Jonathan,Jablonowski,ELiGE,C_241
11868,Zezhi,Chen,Xz,C_044
11897,David,Caero,Dog,C_241
11920,Dob,Engstr�m,QuackNiix,C_217
11933,Mihael,Mehle,Mikyx,C_206
11938,Timothy,Ta,autimatic,C_241
12075,Keiwan,Itakura,k1,C_241
12083,Xiao,Feng,Icefox,C_044
12107,Hyun Soo,Cho,Flurry,C_117
12108,Baek,Hak Jun,Kranich,C_117
12110,Xieyu,Wang,Tiddler Celestial,C_044
12133,Lasse,Urpalainen,Matumbaman,C_073
12141,Bo,Li,LiBo,C_044
12156,HaoWen,Xu,somebody,C_044
12169,Fernando,Alvarenga,fer,C_025
12170,Henrique,Teles,hen1,C_025
12173,João,Vasconcellos,felps,C_025
12179,Ricardo,Prass,boltz,C_025
12182,Marcelo,David,coldzera,C_025
12183,Epitácio,de Melo,TACO,C_025
12186,Min Ho,Lee,Crown,C_117
12241,Komklit,Wongsawat,O7T-V1,C_221
12389,Nils,Gebhardt,Nurok,C_084
12396,Christoph,Gowitzke,Cris,C_084
12466,Rasmus,Winther,Caps,C_060
12579,Ivan,Ivanov,MinD_ContRoL,C_031
12663,Ye,Tian,Meiko,C_044
12671,Bin,Fu,Q,C_044
12672,Zheng,Sun,Agressif,C_044
12784,Tue Soon,Chuan,Ah-fu,C_132
12793,Jeffrey,Liu,Tarei,C_241
12859,Jonas,Olofsson,Lekr0,C_217
12917,Hunter,Winn,hwinn,C_241
13080,Aliwi,Omar,w33,C_185
13134,Can,D�rtkardes,XANTARES,C_228
13185,Yu Hao,Chen,Mouse,C_044
13186,Chang Yu,Ke,957,C_044
13322,Pavel,Khvastunov,9pasha,C_186
13323,Vladimir,Minenko,Noone,C_233
13853,Ji Won,Seo,Stand1,C_117
13882,Jun Ze,Yan,letme,C_044
13968,Li,Heyang,Sword,C_044
14001,Matic,Mikec,Zarmony,C_206
14011,James,Baker,Bakery,C_236
14122,Lyubomir,Kozlovski,Splendour,C_031
14148,Keaton,Gill,Chakki,C_241
14151,Jon,Westberg,Orange,C_217
14196,Sumail,Hassan,SumaiL,C_171
14238,Peng,Li,iceice,C_044
14270,Shengyuan,Luo,Roger,C_045
14440,Adrian,W�jcik,adrd,C_178
14528,Ricardo,Marques,DunkTrain,C_241
14529,John Paul,Lopez,KingCaffeine,C_241
14531,Mike,Fisk,Glaurung,C_241
14540,Huang,Min,Cyan,C_044
14549,Bohan,Zhang,Lovelychook,C_044
14564,Lizhong,Zhou,Misaka,C_044
14568,Hao,Pu,m,C_044
14570,Tianze,Chen,canjian,C_044
14599,Seong Jin,Lee,CuVee,C_117
14665,Seung Hoon,Heo,Huni,C_117
14671,Amer,Al-Barkawi,Miracle-,C_144
14672,Yazied,Jaradat,YapzOr,C_144
14768,Ivan,Kapustin,ubah,C_186
14972,Vilhem,Flennmark,POILK,C_217
15015,Riccardo,Romiti,Reynor,C_109
15114,Paul,Nemeth,Zalae,C_241
15426,Fan,Yang,Fan,C_241
15428,Stafford,Mcintyre,McIntyre,C_241
15431,Manny,Medina,Fury,C_241
15530,Damien,Chok,kpii,C_011
15602,Joshua,Bennett,Snitch,C_236
15615,Ole,Batyrbekov,Naiman,C_113
15703,Facu,Pruzzo,Nalguidan,C_010
15718,Jae Won,Lee,Rich,C_117
15724,Woon Sung,Kang,Ttsst,C_117
15735,Ben,Bunk,Cattlepillar,C_084
15748,Pontus,Sjogren,Breez,C_217
15750,Alexander,Milanov,ethernal,C_031
15751,Simon,Svensson,Schwimpi,C_217
15754,Jiwei,Huang,Shiki,C_044
15792,Wang Ho,Han,Peanut,C_117
15803,Stanislav,Cifka,StanCifka,C_058
16021,Tae Sang,Kim,doinb,C_117
16026,Frederik Høj,Nielsen,Hoej,C_060
16241,Jérome,Trinh,JayPL,C_075
16252,Muzahidul,I.,Muzzy,C_241
16254,Ryan,Murphy-Root,Purple,C_037
16267,Denis,Sharipov,electroNic,C_186
16554,Patara,Bhatarabhirom,Cherie,C_221
16556,Sorawat,Boonphrom,Moss,C_221
16730,Zhihao,Wu,Tumi,C_044
16732,Tuo,Li,NccCc,C_044
16733,Lunhan,Kang,XingC,C_044
16800,Jakey,Yip,Stewie2k,C_241
16814,Roman,Kushnarev,RAMZES666,C_186
17101,Yuan Hao,Li,xiaohu,C_044
17103,Ren Jie,Xiang,Condi,C_044
17200,Kuku,Palad,KuKU,C_176
17263,Chen,Yuxiang,Breath,C_044
17271,Il Mook,Kang,handsomeguy,C_117
17274,Hyun Jae,Jang,Dawn,C_117
17402,Jing,Gu,Aloof,C_044
17414,Alexander,Grumstrup,AlexTheProG,C_060
17549,Jonathan,Gunnarsson,Wubby,C_217
17550,Ivan,Koturi?,Sportbilly,C_055
17622,Francois,Delaunay,Amanek,C_075
17765,Michał,Jankowski,Nisha,C_178
17800,Emil,Reif,Magisk,C_060
17801,Valdemar,Vangs�,Valde,C_060
17872,Haiyang,Zhou,Yang,C_044
17887,Pavel,Beltiukov,Pavel,C_186
18220,David,Hull,Moo,C_241
18456,Pakinai,Srivijarn,kSsA,C_221
18568,Jin Woo,Im,Reset,C_117
18569,Yeong Hwan,Jing,Hide,C_117
18570,Jung Hyeog,Lee,sake,C_117
18572,Jae Hun,Jin,Lockdown,C_117
18573,Tae Jun,Lee,merryday,C_117
18574,Jize,Song,sk,C_044
18797,Hanfei,Chen,Tiger,C_044
18811,Kristian,Wienecke,k0nfig,C_060
18897,Topias,Taavitsainen,Topson,C_073
18904,Sun Gu,Kang,Blank,C_117
19074,Martin,Sazdov,Saksa,C_234
19382,Chun,Song,Sccc,C_044
19422,Jing,Chen,Xuyu,C_044
19595,Özgür,Eker,woxic,C_228
19597,Peinan,Li,TIME,C_044
19968,Won Ho,Jeong,KyoCha,C_117
20017,Gang Yun,Kim,Trick,C_117
20208,Xiangzhi,Zheng,melodyC,C_044
20415,Russel,Van Dulken,Twistzz,C_037
20516,Kyle,Belaiche,Prismaticism,C_037
20525,Francisco,Avalos,Goku,C_037
20604,Yu Yen,Su,GoDDog,C_045
20813,Aleksi,Virolainen,Aleksib,C_073
20908,Thomas,Cailleux,Ménè,C_075
20918,David,Shan,JustSaiyan,C_241
21212,Chattrakarn,Parichatkun,Erl2oR,C_221
21221,Ji Hoon,Yoon,Sign,C_117
21254,Simon,Raunholst,Crane,C_060
21291,Fredrik,Sterner,REZ,C_217
21419,Jiawei,Zhang,Kty,C_044
21426,Qian,Li,Qx,C_044
21427,Zhihao,Zhang,zZH,C_044
21541,Louis,Bremers,Mitsuhide,C_151
21629,Dong Wook,Lee,LokeN,C_117
21705,Jin Hwan,Kim,Magi,C_117
21709,Seong Min,Min,Darvish,C_117
21715,Stefen,Anderson,akaface,C_241
21718,Sammuel,Hua,bigempct,C_241
21719,Michael,Udall,MichaelUdall,C_241
21798,George,Gushcha,ShaDowBurn,C_186
21943,Niklas,Skogheim,Cursen,C_165
21950,Ren,Yangwei,eLeVeN,C_044
22207,Jianwei,Yap,xNova,C_132
22236,Filip,Liljestr�m,Smexystyle,C_217
22243,Simon,Tabin,Darkmok,C_084
22244,Markus,Hanke,Blumbi,C_084
22276,Dylan,Mullins,Hotform,C_037
22550,Alexey,Barsukov,ShtanUdachi,C_186
23446,Chun Yu,Wu,Alphaluna,C_045
23558,Kacper,Kwieci?ski,A83650,C_178
23617,Dae Hyung,Lee,Hongcono,C_117
23618,Jeong Ha,Lee,Jeongha,C_117
23619,Ju Dam,Park,dami,C_117
23913,William,Barton,Amnesiac,C_241
24832,David,?er?ansk�,frozen,C_233
24979,Ye Chan,Lee,Scout,C_117
25030,Jan,Jan�en,SuperJJ,C_084
25039,Jin Su,Park,NachoJin,C_117
25047,Harrison,Chang,psalm,C_241
25047,Harrison,Chang,psalm,C_241
25121,Abay,Khasenov,HObbit,C_113
25335,Maroun,Merhej,GH,C_121
25597,Khalif,Hashim,Khroen,C_241
25983,George,Webb,BoarControl,C_236
26512,Chu,Zeyu,Shadow,C_044
26513,Zhang,Ruida,Faith_bian,C_044
26616,Jun,Jang,Jun,C_117
26665,Chunyu,Wang,Ame,C_044
26991,Jerome,Tanguay,KilluZiioN,C_037
26996,Thomas,Maguire,Tomster,C_241
27134,Yeik Nai,Zheng,MidOne,C_132
27366,Andreas,Karlsson,Nevix,C_217
27563,Timo,Kettunen,Taimou,C_073
27565,Jonathan,Rua,HarryHook,C_210
27588,Gabriël,Rau,Bwipo,C_018
27718,Bo Seong,Gwak,Bdd,C_117
27814,Marc Polo,Luis Fausto,Raven,C_176
27821,Lane,Roberts,Surefour,C_037
27953,Benjamin,Eekenulv,BadBenny,C_217
27955,Dominic,Asal,Nic,C_084
28107,Vladislav,Sinotov,SilverName,C_186
28142,Vladimir,Nikogosyan,RodjER,C_186
28238,Lin,Zheng,OmegaZero,C_044
28333,Artem,Kravets',DrHippi,C_233
28337,Raphael,Peltzer,BunnyHoppor,C_084
28356,Seung Won,Kim,Swoy,C_117
28390,Merek,Kangas,zugrug,C_037
28443,Scott,Kennedy,Custa,C_011
28465,Sang Hyeon,Baek,DDaHyoNi,C_117
28468,Euneil,Javi�as,Staz,C_176
28489,Vincent,Cayonte,Brehze,C_241
28556,Maikil,Selim,Golden,C_217
28605,Jong Hoon,Park,Hooligan,C_117
28606,Jae Yeop,Jeong,Frankle,C_117
28607,Sung Hyun,Moon,Good,C_117
28734,Zhen Ning,Gao,Ning,C_044
28735,Sen Ming,Shi,Ming,C_044
28739,Jiaoyang,Zeng,Ori,C_044
28954,Jae Hyuk,Park,Ruler,C_117
29096,Wei Xiang,Lin,Lwx,C_044
29438,Anthony,Trevino,Ant,C_241
29441,Frank,Zhang,fr0zen,C_241
29443,Chandler,Gavran,Buds,C_241
29444,Justin,Gapp,Justing,C_241
29501,Yu Hung,Lu,Betty,C_045
29711,Ethan,Arnold,nahtE,C_241
29757,Joe,Gramano,Joemeister,C_037
29758,Jaromír,Vyskočil,Jarla,C_058
29787,Brian,Eason,bloodyface,C_241
29789,Edward,Goodwin,Gallon213,C_241
30003,Kevin,Eberlein,Casie,C_084
30162,Julien,Perrault-Harvey,Cydonia,C_037
30167,Francisco,Leimontas,PNC,C_010
30451,Anathan,Pham,ana,C_011
30452,Peng,Du,Monet,C_044
30547,Kenn Øster,Rasmussen,Zaelia,C_060
30561,Chris,Tsakopoulos,Fenomeno,C_088
30622,Cvetelin,Nikolov,CeRq,C_031
30684,Chengjun,Zhang,Paparazi,C_044
30686,Pan,Yi,Fade,C_044
30782,Timothy,Randrup,Tims,C_176
30870,Bin,Zhou,Jasonzhou,C_044
30871,-,-,XHope,C_044
31001,Mathieu,Herbaut,ZywOo,C_075
31016,Min Seung,Kang,Haru,C_117
31156,Se Yeon,Kim,Geguri,C_117
31327,Su Yong,Jeong,kAyle,C_117
31594,Robin,Kool,ropz,C_068
31831,Gu,Junfeng,Wind,C_044
31919,Jonas,Suovaara,Shaz,C_073
32000,Dong Jun,Kim,Rascal,C_117
32098,Brady,Girardi,Agilities,C_037
32172,Do Hyun,Kim,pine,C_117
32174,Yeon Oh,Hwang,Fl0w3R,C_117
32352,Torben,Wahl,Viper,C_084
32353,Chun Pong,Ng,Yulsic,C_100
32359,Edwin,Cook,HotMEOWTH,C_241
32363,Jerome,Faucher,Monsanto,C_037
32430,Weida,Lu,Diya,C_044
32505,Tae Seok,Oh,taeseok,C_117
32846,In Jae,Kim,EscA,C_117
32847,Je Hong,Ryu,Ryujehong,C_117
32848,Jin Mo,Yang,tobi,C_117
33381,Songyang,Zhao,Hamster,C_044
33382,Cheon Su,Kim,Che0nsu,C_117
33385,Liam,Simpson,Arcaner,C_011
33561,Shenyi,Yang,Chalice,C_044
33663,Tsz Kin,Lo,kin0531,C_100
33858,Thomas,Zimmer,Sintolol,C_084
33998,Joon Hyuk,Kim,zunba,C_117
34117,Joo Seok,Lee,Twilight,C_117
34118,Kyung Ho,Kim,Alarm,C_117
34123,Ji Hyuk,Kim,birdring,C_117
34125,Byung Ho,Lee,Panker,C_117
34131,Joong Hwa,Song,janus,C_117
34132,Tae Hong,Kim,Mek0,C_117
34133,Jong Yeol,Park,Saebyeolbe,C_117
34159,Hyo Jong,Kim,Haksal,C_117
34175,Jay,Won,sinatraa,C_241
34362,Wen Bo,Yu,JackeyLove,C_044
34363,Liu Yi,Wang,Baolan,C_044
34401,Gael,Gouzerch,Poko,C_075
34701,Dong Gyu,Kim,Mano,C_117
